candidate_id,gender,ethnicity,age,degree,field_of_study,university,gpa,years_experience,num_skills,skills,job_title_applied,prev_companies,resume_text,shortlisted
CAND-0079,Male,White,26,Bachelor,Other,Nottingham University,3.51,14,12,Deep Learning|Kubernetes|NLP|R|Git|Problem Solving|Data Analysis|Agile|SQL|React|Leadership|Team Collaboration,ML Engineer,2,"Experienced professional with 14 years of experience. Holds a Bachelor in Other. Key skills include: Deep Learning, Kubernetes, NLP, R, Git, Problem Solving, Data Analysis, Agile, SQL, React, Leadership, Team Collaboration. Proven track record of delivering results in dynamic environments.",1
CAND-0080,Female,White,26,Bachelor,Other,University of London,2.11,9,4,Deep Learning|SQL|NLP|JavaScript,Data Analyst,3,"Experienced professional with 9 years of experience. Holds a Bachelor in Other. Key skills include: Deep Learning, SQL, NLP, JavaScript. Proven track record of delivering results in dynamic environments.",0
CAND-0081,Female,Mixed,24,Bachelor,Engineering,Bristol University,3.21,4,3,Agile|Machine Learning|R,Business Analyst,0,"Experienced professional with 4 years of experience. Holds a Bachelor in Engineering. Key skills include: Agile, Machine Learning, R. Proven track record of delivering results in dynamic environments.",0
CAND-0082,Female,White,37,Master,Other,Other Institution,3.05,5,8,Tableau|Excel|AWS|Docker|R|NLP|Java|Deep Learning,Data Scientist,2,"Experienced professional with 5 years of experience. Holds a Master in Other. Key skills include: Tableau, Excel, AWS, Docker, R, NLP, Java, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0083,Male,Asian,40,Bachelor,Business Administration,Bristol University,2.16,4,8,Excel|Deep Learning|Team Collaboration|Problem Solving|AWS|Data Analysis|SQL|Kubernetes,Product Manager,3,"Experienced professional with 4 years of experience. Holds a Bachelor in Business Administration. Key skills include: Excel, Deep Learning, Team Collaboration, Problem Solving, AWS, Data Analysis, SQL, Kubernetes. Proven track record of delivering results in dynamic environments.",1
CAND-0084,Female,White,30,Master,Data Science,Cardiff University,3.02,0,8,Excel|Communication|Project Management|R|React|Team Collaboration|Leadership|Data Analysis,Software Engineer,0,"Experienced professional with 0 years of experience. Holds a Master in Data Science. Key skills include: Excel, Communication, Project Management, R, React, Team Collaboration, Leadership, Data Analysis. Proven track record of delivering results in dynamic environments.",0
CAND-0085,Male,Black,54,PhD,Computer Science,Bristol University,3.75,4,12,AWS|Data Analysis|Communication|Team Collaboration|NLP|Problem Solving|Agile|Java|Docker|Tableau|R|React,Software Engineer,3,"Experienced professional with 4 years of experience. Holds a PhD in Computer Science. Key skills include: AWS, Data Analysis, Communication, Team Collaboration, NLP, Problem Solving, Agile, Java, Docker, Tableau, R, React. Proven track record of delivering results in dynamic environments.",1
CAND-0086,Female,Black,50,Bachelor,Engineering,Sheffield University,3.93,15,6,Tableau|Problem Solving|Statistics|Agile|Git|Excel,Data Analyst,4,"Experienced professional with 15 years of experience. Holds a Bachelor in Engineering. Key skills include: Tableau, Problem Solving, Statistics, Agile, Git, Excel. Proven track record of delivering results in dynamic environments.",1
CAND-0087,Female,Mixed,34,PhD,Business Administration,Sheffield University,2.1,15,8,C++|Machine Learning|Team Collaboration|JavaScript|Git|Excel|SQL|Communication,ML Engineer,3,"Experienced professional with 15 years of experience. Holds a PhD in Business Administration. Key skills include: C++, Machine Learning, Team Collaboration, JavaScript, Git, Excel, SQL, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0088,Female,White,49,Bachelor,Engineering,Nottingham University,3.77,0,9,Java|AWS|JavaScript|Tableau|Leadership|Git|SQL|Problem Solving|Deep Learning,Data Scientist,2,"Experienced professional with 0 years of experience. Holds a Bachelor in Engineering. Key skills include: Java, AWS, JavaScript, Tableau, Leadership, Git, SQL, Problem Solving, Deep Learning. Proven track record of delivering results in dynamic environments.",1
CAND-0089,Female,Black,43,PhD,Business Administration,University of London,2.57,15,5,Kubernetes|Team Collaboration|React|Agile|NLP,Data Scientist,0,"Experienced professional with 15 years of experience. Holds a PhD in Business Administration. Key skills include: Kubernetes, Team Collaboration, React, Agile, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0090,Male,White,31,Master,Economics,Manchester University,3.55,7,7,Machine Learning|Java|Leadership|Docker|Deep Learning|NLP|Agile,Data Scientist,0,"Experienced professional with 7 years of experience. Holds a Master in Economics. Key skills include: Machine Learning, Java, Leadership, Docker, Deep Learning, NLP, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0091,Female,White,23,Master,Engineering,University of Leeds,2.58,0,12,Tableau|Leadership|Statistics|Docker|Communication|SQL|JavaScript|Kubernetes|NLP|Python|Project Management|Problem Solving,Data Analyst,0,"Experienced professional with 0 years of experience. Holds a Master in Engineering. Key skills include: Tableau, Leadership, Statistics, Docker, Communication, SQL, JavaScript, Kubernetes, NLP, Python, Project Management, Problem Solving. Proven track record of delivering results in dynamic environments.",1
CAND-0092,Female,Other,38,Master,Psychology,Manchester University,2.69,3,12,Git|R|Data Analysis|Java|Tableau|C++|Kubernetes|Communication|Agile|React|Statistics|SQL,Software Engineer,0,"Experienced professional with 3 years of experience. Holds a Master in Psychology. Key skills include: Git, R, Data Analysis, Java, Tableau, C++, Kubernetes, Communication, Agile, React, Statistics, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0093,Female,Mixed,24,Bachelor,Computer Science,Birmingham University,3.77,10,7,JavaScript|AWS|C++|React|TensorFlow|Java|Project Management,ML Engineer,2,"Experienced professional with 10 years of experience. Holds a Bachelor in Computer Science. Key skills include: JavaScript, AWS, C++, React, TensorFlow, Java, Project Management. Proven track record of delivering results in dynamic environments.",1
CAND-0094,Female,White,43,Bachelor,Psychology,Cardiff University,3.78,14,9,R|Communication|React|Team Collaboration|Tableau|JavaScript|TensorFlow|SQL|Docker,Data Scientist,3,"Experienced professional with 14 years of experience. Holds a Bachelor in Psychology. Key skills include: R, Communication, React, Team Collaboration, Tableau, JavaScript, TensorFlow, SQL, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0095,Female,Black,40,Bachelor,Data Science,Bristol University,3.32,9,10,NLP|Team Collaboration|Docker|Communication|Agile|Tableau|Deep Learning|Java|Kubernetes|Git,ML Engineer,5,"Experienced professional with 9 years of experience. Holds a Bachelor in Data Science. Key skills include: NLP, Team Collaboration, Docker, Communication, Agile, Tableau, Deep Learning, Java, Kubernetes, Git. Proven track record of delivering results in dynamic environments.",1
CAND-0096,Non-binary,Mixed,26,Master,Economics,Bristol University,3.03,5,3,Data Analysis|NLP|Problem Solving,Data Analyst,0,"Experienced professional with 5 years of experience. Holds a Master in Economics. Key skills include: Data Analysis, NLP, Problem Solving. Proven track record of delivering results in dynamic environments.",0
CAND-0097,Male,White,45,Bachelor,Computer Science,University of Leeds,3.36,11,8,Agile|SQL|Statistics|Data Analysis|JavaScript|Tableau|AWS|R,Business Analyst,2,"Experienced professional with 11 years of experience. Holds a Bachelor in Computer Science. Key skills include: Agile, SQL, Statistics, Data Analysis, JavaScript, Tableau, AWS, R. Proven track record of delivering results in dynamic environments.",1
CAND-0098,Male,White,33,Master,Economics,Other Institution,2.24,8,10,Project Management|NLP|Excel|React|Kubernetes|Machine Learning|Data Analysis|SQL|Agile|Communication,Business Analyst,3,"Experienced professional with 8 years of experience. Holds a Master in Economics. Key skills include: Project Management, NLP, Excel, React, Kubernetes, Machine Learning, Data Analysis, SQL, Agile, Communication. Proven track record of delivering results in dynamic environments.",1
CAND-0099,Non-binary,Black,42,Master,Data Science,Other Institution,3.08,9,5,Team Collaboration|Deep Learning|Communication|Tableau|JavaScript,Software Engineer,0,"Experienced professional with 9 years of experience. Holds a Master in Data Science. Key skills include: Team Collaboration, Deep Learning, Communication, Tableau, JavaScript. Proven track record of delivering results in dynamic environments.",1
CAND-0100,Non-binary,Black,37,PhD,Computer Science,Bristol University,3.11,11,10,C++|Data Analysis|NLP|SQL|Problem Solving|Excel|AWS|React|JavaScript|Docker,Data Analyst,4,"Experienced professional with 11 years of experience. Holds a PhD in Computer Science. Key skills include: C++, Data Analysis, NLP, SQL, Problem Solving, Excel, AWS, React, JavaScript, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0101,Male,Other,26,Bachelor,Psychology,University of Leeds,3.76,5,5,Docker|JavaScript|Java|Machine Learning|Data Analysis,ML Engineer,1,"Experienced professional with 5 years of experience. Holds a Bachelor in Psychology. Key skills include: Docker, JavaScript, Java, Machine Learning, Data Analysis. Proven track record of delivering results in dynamic environments.",1
CAND-0102,Male,Mixed,36,Bachelor,Mathematics,Manchester University,2.5,8,5,Deep Learning|Excel|NLP|C++|SQL,Product Manager,5,"Experienced professional with 8 years of experience. Holds a Bachelor in Mathematics. Key skills include: Deep Learning, Excel, NLP, C++, SQL. Proven track record of delivering results in dynamic environments.",1
CAND-0103,Male,Mixed,31,Bachelor,Psychology,University of London,3.65,0,4,Java|Deep Learning|Kubernetes|Statistics,ML Engineer,5,"Experienced professional with 0 years of experience. Holds a Bachelor in Psychology. Key skills include: Java, Deep Learning, Kubernetes, Statistics. Proven track record of delivering results in dynamic environments.",0
CAND-0104,Male,Asian,23,Master,Mathematics,Sheffield University,2.97,12,7,Agile|SQL|Team Collaboration|Java|Communication|Kubernetes|Docker,Data Analyst,3,"Experienced professional with 12 years of experience. Holds a Master in Mathematics. Key skills include: Agile, SQL, Team Collaboration, Java, Communication, Kubernetes, Docker. Proven track record of delivering results in dynamic environments.",1
CAND-0105,Male,Asian,42,Diploma,Psychology,Bristol University,3.95,4,8,JavaScript|C++|Machine Learning|R|Leadership|Agile|Team Collaboration|TensorFlow,Data Analyst,1,"Experienced professional with 4 years of experience. Holds a Diploma in Psychology. Key skills include: JavaScript, C++, Machine Learning, R, Leadership, Agile, Team Collaboration, TensorFlow. Proven track record of delivering results in dynamic environments.",1
CAND-0106,Male,White,46,Diploma,Economics,Birmingham University,3.93,5,8,Statistics|Git|R|Project Management|Communication|React|JavaScript|Agile,Data Analyst,2,"Experienced professional with 5 years of experience. Holds a Diploma in Economics. Key skills include: Statistics, Git, R, Project Management, Communication, React, JavaScript, Agile. Proven track record of delivering results in dynamic environments.",1
CAND-0107,Female,White,47,Master,Engineering,Birmingham University,3.17,1,3,Excel|React|NLP,Business Analyst,5,"Experienced professional with 1 years of experience. Holds a Master in Engineering. Key skills include: Excel, React, NLP. Proven track record of delivering results in dynamic environments.",1
CAND-0108,Male,White,28,Bachelor,Mathematics,Bristol University,3.53,11,3,AWS|Java|Statistics,Product Manager,1,"Experienced professional with 11 years of experience. Holds a Bachelor in Mathematics. Key skills include: AWS, Java, Statistics. Proven track record of delivering results in dynamic environments.",1
